"cui","pt_code","adr","saedr_score","saedr_score_std"
"C1112366",10057385,"eyelid irritation",0.135818221977266,0.0618177169251028
"C2609226",10069301,"product packaging counterfeit",0.13594481526729,0.0554708941264365
"C0743089",10064986,"perivascular dermatitis",0.136066091632935,0.0773523871148048
"C2609348",10069221,"product discolouration",0.136967810254829,0.0568647608468466
"C0011620",10041955,"stasis dermatitis",0.137051939855811,0.0794554873489324
"C3887524",10040840,"skin erosion",0.137631800739037,0.0447305902897138
"C4477048",10081454,"heliotrope rash",0.137647273328439,0.0931801987221687
"C2609350",10069222,"product coating incomplete",0.138449915941153,0.0572965404392058
"C4728058",10081574,"incorrect product dosage form administered",0.139189106092897,0.0612690644817618
"C0577618",10034434,"perfume sensitivity",0.139293832516153,0.0310841093340021
"C0206368",10074026,"exfoliation glaucoma",0.139664786330334,0.0442230004102053
"C0036508",10039792,"seborrhoea",0.140418059402219,0.065696649014228
"C1328408",10069331,"pharmaceutical product counterfeit",0.141635722863599,0.0547075438931223
"C4524060",10080000,"product appearance confusion",0.141762682028781,0.0524701307490954
"C4728179",10081743,"intercepted product prescribing error",0.142350683898693,0.0584736923372774
"C3203660",10071588,"vulvovaginal rash",0.142486039988359,0.0955196187544899
"C2609212",10069270,"product label counterfeit",0.143538391901738,0.0539257260764225
"C0234913",10037855,"rash erythematous",0.143624500500186,0.0872386918422142
"C2609215",10069273,"product label confusion",0.143803483000374,0.053665841798106
"C4552258",10080827,"product design confusion",0.144019783253654,0.0522287555066862
"C1737268",10039793,"seborrhoeic dermatitis recurrent",0.144493085958068,0.0813276800001439
"C0281982",10053262,"skin swelling",0.145000769397656,0.0408383995842768
"C4324524",10079213,"intercepted product preparation error",0.145170693013668,0.0544977307213444
"C4523980",10079843,"product storage error",0.14520179766274,0.0553044003426345
"C2609383",10069271,"product expiration date incorrect",0.145235703478683,0.0522516954670686
"C1142111",10058809,"eyelash discolouration",0.145302534199059,0.0483583424416514
"C4523867",10079646,"eyelash changes",0.147089174615205,0.0587513057974669
"C0035466",10039098,"rhinophyma",0.14714369987726,0.0619169629988585
"C1167791",10059516,"skin toxicity",0.147246546550219,0.0445581668484341
"C4552144",10080359,"product dispensing error",0.147344412168317,0.0536422689162694
"C4728060",10081576,"product administration error",0.147596510286858,0.0590352722497645
"C2609233",10069332,"product name confusion",0.149005995945412,0.0523130424123434
"C0237322",10049428,"skin turgor decreased",0.149277414450561,0.0424044875616169
"C4324523",10079212,"intercepted product storage error",0.149623137312803,0.0539244603369055
"C4324410",10078984,"product substitution error",0.149672773659006,0.0532389388104711
"C0347390",10040907,"skin papilloma",0.149773784327642,0.0418339378811721
"C2609192",10069220,"product friable",0.150546929585956,0.0587066357033144
"C0221203",10037898,"rash vesicular",0.15056802277753,0.0918821887989656
"C4728178",10081742,"intercepted product dispensing error",0.150644227022147,0.0551718513177
"C1853354",10078538,"acral peeling skin syndrome",0.150991396627118,0.0455592066793786
"C4049180",10076544,"intercepted product selection error",0.151128511106012,0.0538801398481174
"C0702166",10000496,"acne",0.151139150010317,0.0506356060913874
"C0011606",10012456,"dermatitis exfoliative generalised",0.151673185393612,0.0789559155978685
"C4324719",10079007,"product reconstitution quality issue",0.152843509473974,0.0526207405802469
"C4524100",10080075,"eyelash hypopigmentation",0.153039727159093,0.0472889516772633
"C4524199",10069289,"carton label missing",0.153312052743144,0.0542751584954765
"C2609201",10069229,"product solubility abnormal",0.153348115961571,0.0561091983026264
"C4049179",10076542,"product selection error",0.153429478359106,0.0530982630196372
"C0424489",10049047,"chapped lips",0.153661897133905,0.0429079640907644
"C4049300",10077041,"product impurity",0.153891250721161,0.0547034465533804
"C1536013",10073768,"incorrect dosage administered",0.154079422974627,0.0685217464437522
"C3203488",10071287,"suspected counterfeit product",0.154868956439877,0.0548534880410495
"C1262477",10047895,"weight decreased",0.155152992846337,0.148809732346838
"C4728009",10081479,"product administration interrupted",0.155302428795601,0.0670717236087767
"C0151514",10040799,"skin atrophy",0.155340482340764,0.0422772242681509
"C4552219",10080712,"product primary packaging issue",0.156376653345511,0.0518546911665635
"C4049244",10076869,"product preparation error",0.156489738424281,0.0538934657070226
"C2609174",10069164,"tongue pigmentation",0.157437685538569,0.0384610742530368
"C4728057",10081573,"intercepted product administration error",0.157687511316699,0.0609053063732388
"C2609182",10069177,"product sterility lacking",0.15769213501948,0.0532768761578485
"C4324592",10079334,"intercepted product monitoring error",0.157851157969532,0.0550738881992418
"C1112735",10056671,"mucocutaneous rash",0.158071483737398,0.0877559762773534
"C1261979",10060769,"therapeutic product ineffective",0.158978120661081,0.0673642029528875
"C4324529",10079219,"product advertising issue",0.159459712628018,0.0518726082339799
"C4285957",10078505,"discontinued product administered",0.159696245572315,0.0590912789295939
"C3160905",10071148,"product distribution issue",0.159861156390438,0.0548879006807865
"C0259817",10048222,"xerosis",0.16000333546927,0.0859907509455592
"C4552238",10080754,"counterfeit product administered",0.160253100801268,0.0569018833480061
"C2609199",10069227,"product taste abnormal",0.160405459637709,0.0468324293444344
"C3805126",10074853,"drug titration error",0.160701053257113,0.0710127605910715
"C4728197",10081771,"product dispensing issue",0.160840122028542,0.0522542391392028
"C2609377",10069267,"product identification number incorrect",0.161448133764274,0.0555304502308375
"C2609368",10069250,"product sedimentation present",0.162143815672333,0.0552142143427488
"C2609178",10069173,"product contamination",0.162572584512003,0.0557893401313888
"C2609181",10069176,"product contamination physical",0.162727749544899,0.052449297375886
"C4728059",10081575,"product monitoring error",0.162991325042446,0.0549683651746921
"C1881755",10069327,"product quality issue",0.163120198202772,0.0522070992726078
"C0564444",10072170,"skin wound",0.163346737860953,0.0414449081797536
"C0025115",10027091,"medication error",0.16452753618018,0.072971170253266
"C4552241",10080775,"product design issue",0.164812301619019,0.051727734332683
"C0521464",10058679,"skin oedema",0.165558765963353,0.042655794288029
"C3888522",10075689,"autoimmune dermatitis",0.165563889433247,0.075086640055398
"C2609196",10069224,"liquid product physical issue",0.165665936776162,0.0515857515591907
"C0743086",10074954,"granulomatous dermatitis",0.165793274038757,0.075450329919822
"C2938936",10070598,"bone hyperpigmentation",0.166838658237476,0.04211390332001
"C3888804",10076245,"transcription medication error",0.167064024635704,0.0732130513825922
"C0232431",10009866,"cold sweat",0.167353724162193,0.0645680865337178
"C4524113",10080094,"product caught fire",0.167404272481667,0.0586882133029803
"C4552327",10081029,"deprescribing error",0.168298952001153,0.0524195189047177
"C0019919",10015980,"eyelid boil",0.168879402674172,0.0391637552156081
"C0854374",10035025,"pigmentation lip",0.172566224871703,0.0403752493405132
"C0520589",10047791,"vulvovaginal dryness",0.172610291693768,0.0355687032455453
"C2609180",10069175,"product contamination microbial",0.172874378239443,0.055923075314576
"C3544263",10073085,"prescribed underdose",0.173006596103337,0.0777479884858135
"C2609243",10071134,"product physical issue",0.173896832798988,0.0510668325950752
"C0011603",10012431,"dermatitis",0.174181729881853,0.0839302457047752
"C4728008",10081478,"poor quality product administered",0.174260252676742,0.0552157960947465
"C0236041",10040836,"skin dystrophy",0.1746860778208,0.0425380053693312
"C2609179",10069174,"product contamination chemical",0.175027112479919,0.0552439789563619
"C0854373",10024549,"lip discolouration",0.175170475307491,0.0390782300519877
"C4087262",10077801,"product supply issue",0.175375777189516,0.0549206786048525
"C4727925",10081301,"product preparation issue",0.176257950937082,0.0531805454650149
"C0085624",10006784,"burning sensation",0.176465881992781,0.103765857845962
"C2939021",10070721,"lip pruritus",0.176616238567893,0.0375690988806118
"C4552166",10080459,"product prescribing issue",0.176836854200303,0.0540185839841212
"C3665805",10073760,"product physical consistency issue",0.177735711797307,0.0506899502411866
"C1274788",10069664,"atopic keratoconjunctivitis",0.177889482648182,0.0840824380052905
"C4049245",10076874,"dose calculation error",0.178095440900449,0.0615677747868281
"C1510437",10072578,"chronic actinic dermatitis",0.178428573215296,0.0749695619376037
"C3495897",10072645,"product package associated injury",0.178751771134179,0.0506605089589163
"C0085932",10012441,"dermatitis bullous",0.179111667004312,0.0748882518198611
"C1142520",10058455,"nail pigmentation",0.179304545010452,0.040415225390632
"C2609221",10069296,"product closure removal difficult",0.181148063106637,0.0486868089234124
"C0541923",10024558,"lip oedema",0.181325145955447,0.0365885478335621
"C4285837",10078623,"manufacturing materials contamination",0.181341371288739,0.0535194499906703
"C4728040",10081540,"recalled product administered",0.181538244536276,0.0649294230622823
"C0235807",10019049,"hair texture abnormal",0.18215589874847,0.047025646718716
"C3544230",10073205,"booster dose missed",0.182245104367903,0.0788671298541
"C0406486",10072139,"ocular rosacea",0.183288668127452,0.0539641163367619
"C0263333",10046742,"urticaria contact",0.183371710273268,0.0871140454074081
"C0497365",10037858,"rash generalised",0.183422756900204,0.0940768731451065
"C3854346",10074902,"expired product administered",0.184158876064399,0.0618739558038716
"C4761094",10082204,"therapeutic product effect variable",0.184719000097634,0.0739732307265777
"C4728180",10081744,"contraindicated product prescribed",0.185589337932142,0.0646265782111324
"C0558401",10058818,"skin laceration",0.18569311236013,0.0373742333609763
"C0521486",10006789,"burning sensation mucosal",0.185799050050281,0.101867467490657
"C4524117",10080099,"product communication issue",0.186561078703769,0.0531117646863645
"C0239468",10074620,"eyelid rash",0.18657894557624,0.0543039873480839
"C2609250",10068809,"palisaded neutrophilic granulomatous dermatitis",0.187508842718004,0.0720906318246851
"C3888971",10075807,"nodular rash",0.188705829176582,0.0823269005230849
"C4087108",10077798,"manufacturing materials issue",0.188885420980554,0.0514887971787495
"C0239093",10010725,"conjunctival irritation",0.189007056521813,0.0711607353077766
"C1096300",10054815,"genital burning sensation",0.189319539630114,0.096564736494319
"C0263387",10069447,"pitted keratolysis",0.189774888039624,0.0654222740913239
"C2242585",10067972,"interstitial granulomatous dermatitis",0.190786564709768,0.0732537074480862
"C0858751",10049307,"lip blister",0.190822896213818,0.0409489576953227
"C0037268",10040888,"skin malformation",0.191122824373808,0.0403998605115659
"C1963790",10067641,"vulvovaginal burning sensation",0.192284396867832,0.0991458671757726
"C4728064",10081580,"product dose omission",0.193006156417414,0.067627329700735
"C0235937",10040869,"skin hypoplasia",0.193668776766388,0.0413482767284944
"C0234664",10024443,"lid lag",0.193754496996528,0.0713058516775628
"C4552159",10080422,"duplicate therapy error",0.195687710172103,0.0697431474038948
"C4324531",10079221,"intentional dose omission",0.196767680312977,0.077944934902626
"C0853942",10043942,"tongue blistering",0.196945773624053,0.0375740003762441
"C0234916",10037857,"rash follicular",0.197757231348778,0.0909456210724099
"C4087109",10077799,"manufacturing production issue",0.19818637005085,0.0536516193707198
"C4285809",10078504,"contraindicated product administered",0.198653611728146,0.0646439553413857
"C4285820",10078581,"nasal crease",0.199115816890475,0.0346643894811932
"C4727876",10081178,"scrotal exfoliation",0.199272684349737,0.0377752408502134
"C0033860",10037153,"psoriasis",0.199822666520672,0.0546953985145422
"C0151596",10043949,"tongue discolouration",0.199831747402334,0.0347747001436182
"C0849918",10051627,"eyelids pruritus",0.200470112511324,0.0405874744870659
"C0040412",10035630,"plicated tongue",0.200757650883913,0.0351711299483447
"C0023653",10024438,"lichenification",0.200836466848999,0.0394397007959682
"C1735328",10066241,"compulsive lip biting",0.200939008483023,0.0336639672458011
"C1736138",10066304,"lip haematoma",0.201622618618682,0.0380287970808969
"C4049253",10076897,"excessive cerumen production",0.203364055431081,0.0560101422443786
"C3888641",10076007,"application site injury",0.203490554794412,0.0612092491887849
"C4476868",10072719,"eyelid thickening",0.204710705270929,0.0364548930736353
"C0241262",10051495,"strawberry tongue",0.20507686807521,0.0332070767724287
"C0267045",10074686,"scalloped tongue",0.206446467350831,0.0369655122134896
"C0600142",10060800,"hot flush",0.207531793793434,0.0556274013584578
"C3854347",10074903,"intentional product misuse",0.207804061214651,0.0563940236726833
"C1096035",10053483,"infusion site pain",0.208448546526877,0.10796757698259
"C0877179",10049261,"injection site joint pain",0.209209488277771,0.105033827588782
"C0267033",10024572,"lip ulceration",0.209477395985511,0.0372285700990197
"C2939147",10016334,"feeling hot",0.209541635943644,0.0882405612170686
"C1096267",10054266,"injection site discomfort",0.209626394172973,0.110277420697979
"C4761095",10082205,"therapeutic product effect prolonged",0.210924141360481,0.0782918190730652
"C0240718",10075364,"perineal rash",0.211340646352721,0.0779889773257537
"C0855227",10037544,"purging",0.211595930576098,0.0419573084922853
"C4761093",10082203,"therapeutic product effect increased",0.212328116453578,0.0713284444370576
"C1536000",10064306,"incorrect drug administration rate",0.212494703243112,0.0786219131317681
"C1328375",10063072,"application site discomfort",0.212873315225088,0.0697392516463395
"C0240211",10024570,"lip swelling",0.213327531548121,0.0367147659927667
"C1322253",10014199,"eczema infected",0.213403155335695,0.0520987215961151
"C0877095",10050182,"application site purpura",0.213701969098386,0.0678548912643939
"C0241424",10050467,"tongue biting",0.213829394522785,0.0323024643109246
"C0009144",10043945,"tongue coated",0.21389920611048,0.0365789900308196
"C4531171",10081491,"stiff tongue",0.214199925986398,0.035758349554858
"C3888656",10076023,"application site plaque",0.214334312284742,0.0673342313406068
"C1737214",10066083,"injection site injury",0.215209555374137,0.107500152954707
"C0858797",10022459,"instillation site pain",0.215471389061736,0.123805556814328
"C0521495",10003036,"application site dermatitis",0.215665716032882,0.0598658547424437
"C1442835",10041303,"solar dermatitis",0.216957531730874,0.0672526570955507
"C1142459",10059008,"application site scar",0.217124446431064,0.0697392746102451
"C3805114",10074830,"penile burning sensation",0.217686833291314,0.0891166929004463
"C3888455",10075546,"application site hypertrichosis",0.217999122977161,0.066303992623899
"C1696493",10065479,"infusion site nerve damage",0.218351260543604,0.108051903908878
"C0151799",10040893,"skin necrosis",0.218560065614187,0.0387283401060073
"C0151684",10018698,"granuloma skin",0.218576621223178,0.0389223570663447
"C3889001",10076005,"application site fibrosis",0.218649706101259,0.063729688628272
"C4761092",10082202,"therapeutic product effect delayed",0.218745881324926,0.0807027135234585
"C1699603",10065166,"excessive eye blinking",0.218946360097178,0.0665692580558048
"C0235234",10013789,"dry throat",0.219042238478568,0.0387370388545724
"C3888658",10076025,"application site streaking",0.21958241618473,0.0648600199459751
"C0010666",10000503,"acne cystic",0.219832570489101,0.0528722671922633
"C4524169",10069293,"product vial breakage",0.219916982379243,0.0589359573890801
"C3889002",10076022,"application site phlebitis",0.220721240457735,0.0693955806222073
"C0423884",10057211,"eyelid folliculitis",0.221125933207047,0.0366182347383327
"C1535849",10063839,"application site induration",0.221333701105351,0.0674909181790518
"C1696942",10065301,"application site cellulitis",0.221391278359953,0.0675393759332167
"C3888638",10076003,"application site dysaesthesia",0.221588602988949,0.0676458017852583
"C0271321",10051235,"madarosis",0.221967346362417,0.0457246809020471
"C0037286",10029098,"neoplasm skin",0.222197385047826,0.0398254137001706
"C0521465",10057970,"toxic skin eruption",0.223214430138297,0.0399940652057508
"C0948299",10052162,"application site discharge",0.22336373059866,0.0674377068237814
"C0006846",10054152,"skin candida",0.223531502035912,0.0407226662032947
"C1829460",10082545,"tongue thrust",0.223918079152153,0.0376084756592277
"C0234771",10080125,"throat clearing",0.223970611738476,0.0367655483022408
"C3665810",10073779,"application site laceration",0.224065566398917,0.0683730545186465
"C0270996",10015967,"eye swelling",0.224321260622856,0.0550058503082295
"C1504422",10063683,"application site hypersensitivity",0.224424791281485,0.0664117635692591
"C4761091",10082201,"therapeutic product effect decreased",0.224578147691737,0.073117107684826
"C4087282",10077855,"tongue discomfort",0.224711211801364,0.0397831220047042
"C1167675",10059136,"application site folliculitis",0.224890184655549,0.0660346577758282
"C0037299",10040943,"skin ulcer",0.224916633942849,0.0376142768960182
"C4049172",10076510,"compulsive cheek biting",0.225363150562735,0.0319703679825934
"C0263352",10046750,"urticaria papular",0.225370874241728,0.0969613824462033
"C3888653",10076019,"application site macule",0.22559319418392,0.0677757280459539
"C4728065",10081581,"incorrect product administration duration",0.226678868024436,0.0650827149104763
"C0232409",10019044,"hair growth abnormal",0.226754766777915,0.0528708370947474
"C3888642",10076008,"application site ischaemia",0.226782299972137,0.0674752252827363
"C0234934",10046755,"urticaria vesiculosa",0.226965128496246,0.100870751575288
"C3888654",10076020,"application site movement impairment",0.227311471853816,0.0557407242737416
"C0549390",10042620,"surgical skin tear",0.227502646408648,0.0373438095813092
"C0919599",10050099,"application site eczema",0.22756780839773,0.0610836952057539
"C3495819",10072640,"application site telangiectasia",0.227661377914585,0.0670274261867563
"C0240198",10080124,"lip erythema",0.227694404803596,0.0426674067923923
"C0011615",10012434,"dermatitis allergic",0.227977731897551,0.0547976510245646
"C0919603",10050104,"application site urticaria",0.229083420012051,0.0626640100500683
"C0521504",10022083,"injection site nerve damage",0.229223027608236,0.113449420994825
"C1735325",10066149,"application site odour",0.22924799962459,0.0642969189068096
"C3544291",10072978,"congenital skin dimples",0.23027325300757,0.0379658627641051
"C0853700",10003041,"application site erythema",0.230392228282028,0.0658548539021502
"C0919600",10050100,"application site hyperaesthesia",0.230400467264953,0.0677398021683938
"C0263008",10050207,"skin fibrosis",0.230573475750219,0.0442405483695744
"C0877306",10049758,"iris hyperpigmentation",0.230890652409972,0.0349329889831892
"C0852361",10064265,"skin haemorrhage",0.231214099920963,0.036414333132315
"C1619735",10074300,"medication dose decreased",0.231244554863114,0.0794628531382286
"C0877127",10049043,"application site papules",0.231327249436925,0.069420238531986
"C0423122",10059001,"brow ptosis",0.231604440706875,0.0322625619167897
"C0339091",10081521,"eyelid abrasion",0.231634781259297,0.0409392770211082
"C0948294",10052132,"eyelid margin crusting",0.232253809584099,0.0388832347432042
"C3544124",10073459,"injection site joint discomfort",0.232619783390051,0.101826026957811
"C0877094",10072694,"application site haemorrhage",0.23290478298645,0.0668951350246905
"C1142196",10040914,"delayed skin reaction",0.232943900922234,0.0364121149230515
"C4285766",10078380,"application site wound",0.233772586147144,0.0681876165708301
"C0007971",10008417,"cheilitis",0.23410814183117,0.0637467486934002
"C0877096",10050103,"application site paraesthesia",0.234256203477805,0.0678451027186504
"C0521491",10058049,"administration site pain",0.23449768383299,0.0748378320246926
"C0235266",10015946,"eye irritation",0.235392420756003,0.0376264607022872
"C0521492",10003059,"application site ulcer",0.235525151078937,0.0693902184721507
"C3888647",10076013,"application site joint movement impairment",0.235728470468862,0.0544097632926291
"C0151605",10053425,"injection site swelling",0.23588274876637,0.0966623536707997
"C2609406",10069299,"package volume underfill",0.235916929176327,0.0603920262560714
"C0239576",10016588,"fibrin degradation products increased",0.235988177435972,0.0454005445769037
"C1142162",10059009,"injection site scar",0.236009515100221,0.0782686868784451
"C0919593",10050082,"injection site coldness",0.236099235377633,0.0788867646883176
"C1536235",10064366,"extra dose administered",0.23620927001161,0.0781691054053346
"C2938863",10080357,"device dispensing error",0.236293966798285,0.0512854873499733
"C0919991",10076001,"application site coldness",0.236582918211331,0.0699118793001464
"C0234936",10003050,"application site oedema",0.23719477404895,0.0680125532697462
"C1112363",10057362,"underdose",0.237461070077595,0.0884042745595817
"C4324526",10079216,"nail cuticle fissure",0.237472018448919,0.0345393186729369
"C3670862",10081998,"target skin lesion",0.237699222412334,0.0396681261603632
"C0948300",10066209,"application site scab",0.238071459956277,0.0670945876549905
"C0345996",10027626,"milia",0.238495888897665,0.0349748419839303
"C0333536",10049927,"dry gangrene",0.239016660466108,0.0752875728586484
"C0521490",10003046,"application site irritation",0.239036450563642,0.0668738550900186
"C4324562",10079275,"injection site deformation",0.239775206876986,0.0790755299967039
"C0877370",10048673,"tear discolouration",0.239893697306588,0.0352060405306805
"C2919523",10073520,"skin scar contracture",0.239925207148252,0.0323991762361904
"C1142171",10059046,"application site alopecia",0.240111060346776,0.0655073980510759
